number,liczby_nut,liczby_parti,dlugosci_utworow,metrum,liczby_uzytych_metrum,liczby_uzytych_tonacji,najwyzsze_dzwieki,najnizsze_dzwieki,dokladnosci_tonacji,rozstawy_dzwiekow,pauzy
783,254,5,144.0,4/2,1,1,77,48,0.8586202025166341,18,26
784,128,4,96.0,4/2,1,1,76,55,0.8131371801371786,13,16
785,239,5,136.0,4/2,1,1,79,48,0.8429159080543748,19,33
786,117,5,80.0,4/2,1,1,79,50,0.8155951829508845,18,14
787,163,5,112.0,4/2,1,1,79,48,0.8735043637471961,19,20
788,107,5,64.0,4/2,1,1,74,50,0.8753189143824998,15,11
789,125,5,88.0,4/2,1,1,74,50,0.8573575881833928,15,13
790,118,5,80.0,4/2,1,1,77,50,0.752818768409624,17,18
791,131,5,80.0,4/2,1,1,77,48,0.8477081532830963,18,15
792,208,5,136.0,4/2,1,1,79,47,0.84113441508838,20,29
793,223,4,160.0,4/2,1,1,72,48,0.8309346908822082,15,23
794,259,5,168.0,4/2,1,1,79,50,0.82491470084698,18,33
795,162,5,104.0,4/2,1,1,79,50,0.8286387359116127,18,19
796,191,5,128.0,4/2,1,1,79,49,0.8446187849794824,19,27
797,153,5,96.0,4/2,1,1,79,48,0.861112680453856,19,18
798,1470,4,1008.0,4/2,1,1,79,48,0.8753096130361524,19,162
799,2215,6,1168.0,4/2,1,1,79,48,0.8725355915744112,19,323
800,128,6,60.0,3/2,1,1,79,48,0.8310698049619616,19,36
801,124,6,72.0,4/2,1,1,79,48,0.8573606447229962,19,4
802,1227,4,808.0,4/2,1,1,79,48,0.9189317215724828,19,117
803,103,4,66.0,3/2,1,1,76,48,0.8204528884915162,17,8
804,1811,5,1016.0,4/2,1,1,79,48,0.9197783684898138,19,222
805,2320,6,1080.0,4/2,1,1,79,46,0.9277037105708,20,281
806,955,4,624.0,4/2,1,1,77,48,0.902045190520394,18,86
807,1763,6,888.0,4/2,1,1,79,45,0.940941199163977,21,213
808,1541,4,1200.0,4/2,1,1,79,48,0.873563259926219,19,146
809,1142,4,780.0,4/2,1,1,75,43,0.9104407881342105,20,83
810,1884,5,1008.0,4/2,1,1,79,48,0.8995920286955048,19,199
811,1155,8,488.0,4/2,1,1,79,46,0.8965446539861618,20,236
812,1249,8,504.0,4/2,1,1,79,45,0.8971071040265046,21,231
813,1764,4,1208.0,4/2,1,1,77,50,0.9003093275451826,17,214
814,1297,4,860.0,4/2,1,1,79,48,0.9069342515589849,19,124
815,1188,8,488.0,4/2,1,1,79,48,0.9151446012602571,19,262
816,951,8,384.0,4/2,1,1,79,48,0.9242739923189276,19,203
817,293,8,108.0,3/2,1,1,79,48,0.8405846860217748,19,86
818,2153,6,1120.0,4/2,1,1,74,40,0.9234444181724868,21,297
819,115,5,80.0,4/2,1,1,72,45,0.7401020763316226,17,10
820,111,5,80.0,4/2,1,1,72,48,0.781954761163525,15,12
821,152,5,96.0,4/2,1,1,69,45,0.9057686152017113,15,16
822,284,5,168.0,4/2,1,1,74,45,0.9383696516509883,18,40
823,238,5,152.0,4/2,1,1,72,45,0.9206042107486252,17,36
824,303,5,184.0,4/2,1,1,76,45,0.8979549696634349,19,34
825,174,5,120.0,4/2,1,1,72,45,0.8890614483051319,17,23
826,184,5,128.0,4/2,1,1,76,45,0.9570778652598674,19,22
827,153,5,112.0,4/2,1,1,72,45,0.9273703055300629,17,16
828,107,5,72.0,4/2,1,1,72,45,0.8158606958773422,17,6
829,75,5,56.0,4/2,1,1,72,43,0.7042416642889464,18,6
830,139,5,88.0,4/2,1,1,72,43,0.8876585323553907,18,9
831,230,5,152.0,4/2,1,1,74,43,0.8350331790381719,19,35
832,225,4,152.0,4/2,1,1,74,48,0.8930575106410943,16,16
833,199,5,128.0,4/2,1,1,74,43,0.8851041929733214,19,12
834,145,5,96.0,4/2,1,1,74,48,0.8154321307866853,16,14
835,196,5,136.0,4/2,1,1,74,43,0.8867575233388636,19,20
836,142,5,96.0,4/2,1,1,72,45,0.8803118652901207,17,17
837,874,4,608.0,4/2,1,1,74,45,0.9273602367711651,18,100
838,1199,4,760.0,4/2,1,1,79,48,0.9191510901847076,19,104
839,1916,5,1044.0,4/2,1,1,77,48,0.8622798055240437,18,240
840,1006,4,680.0,4/2,1,1,79,46,0.9170297161387051,20,80
841,1613,5,872.0,4/2,1,1,75,45,0.9236604998152921,19,180
842,1993,4,1200.0,4/2,1,1,79,48,0.9339513481039503,19,179
843,2114,5,1160.0,4/2,1,1,76,45,0.909279455923699,19,247
844,1920,4,1208.0,4/2,1,1,76,48,0.9205787790287955,17,169
845,1024,6,508.0,4/2,1,1,79,46,0.8953583605443214,20,150
846,1004,6,480.0,4/2,1,1,79,46,0.9119525675320399,20,128
847,795,5,428.0,4/2,1,1,77,46,0.9215894920987232,19,101
848,1132,5,624.0,4/2,1,1,77,46,0.9424486313222694,19,126
849,1735,4,1136.0,4/2,1,1,74,41,0.9276307982769657,20,172
850,2356,5,1336.0,4/2,1,1,74,43,0.918510109563969,19,302
851,1490,5,832.0,4/2,1,1,79,46,0.9280073197403236,20,130
852,2527,6,1232.0,4/2,1,1,79,47,0.9297922416083082,20,390
853,671,5,376.0,4/2,1,1,79,48,0.8652871481351011,19,62
854,331,4,208.0,4/2,1,1,72,48,0.9417112701932016,15,30
855,685,5,384.0,4/2,1,1,79,46,0.8836499187685268,20,69
856,187,5,96.0,3/2,1,1,75,50,0.8797343800668568,16,38
857,1904,5,1096.0,4/2,1,1,79,45,0.8835411994933521,21,184
858,1747,4,1120.0,4/2,1,1,76,45,0.9340184111845162,19,162
859,1894,5,1040.0,4/2,1,1,79,48,0.8677740889047755,19,190
860,2055,6,976.0,4/2,1,1,74,41,0.8619060200397968,20,269
861,1964,5,1068.0,4/2,1,1,79,48,0.9039294751127811,19,263
862,991,4,888.0,4/2,1,1,69,48,0.9642410919528512,13,121
863,1277,4,928.0,4/2,1,1,77,48,0.8703698435532065,18,141
864,129,4,84.0,3/2,1,1,77,49,0.8025490750845302,18,10
865,1928,6,944.0,4/2,1,1,76,41,0.9289400051772437,21,267
866,1541,5,872.0,4/2,1,1,79,46,0.9061737839362815,20,143
867,1915,6,952.0,4/2,1,1,79,48,0.9323974094716067,19,270
868,1731,6,832.0,4/2,1,1,79,45,0.9048988078475478,21,210
869,1386,6,752.0,4/2,1,1,79,48,0.9268389002161835,19,127
870,225,6,114.0,3/2,1,1,76,48,0.8463316256558735,17,44
871,1549,6,816.0,4/2,1,1,79,46,0.9251033159786087,20,170
872,238,6,108.0,3/2,1,1,79,48,0.9153119127590555,19,31
873,1820,5,1040.0,4/2,1,1,79,46,0.9232735521464219,20,185
874,1820,5,1040.0,4/2,1,1,79,46,0.9232735521464219,20,185
875,1057,5,548.0,4/2,1,1,77,45,0.819935735191252,20,112
876,998,5,528.0,4/2,1,1,79,45,0.8533792756447663,21,112
877,1987,6,936.0,4/2,1,1,79,46,0.9261404573023725,20,245
878,734,4,440.0,4/2,1,1,72,46,0.9188036680656045,16,51
879,1147,6,536.0,4/2,1,1,79,46,0.938476164364777,20,145
880,1652,4,1112.0,4/2,1,1,77,48,0.8516114867127784,18,195
881,145,5,96.0,4/2,1,1,74,43,0.7798112802746409,19,18
882,163,5,96.0,4/2,1,1,72,43,0.7808250998863507,18,18
883,121,5,80.0,4/2,1,1,74,45,0.8407165744358133,18,16
884,218,5,136.0,4/2,1,1,74,45,0.8587052676972288,18,27
885,259,5,152.0,4/2,1,1,73,43,0.8408486826845597,18,36
886,237,5,144.0,4/2,1,1,74,43,0.8324119699384392,19,24
887,164,5,104.0,4/2,1,1,72,45,0.7601769931149397,17,22
888,176,5,120.0,4/2,1,1,74,43,0.8293277426459738,19,26
889,142,5,96.0,4/2,1,1,70,41,0.8878543769132874,18,16
890,151,5,104.0,4/2,1,1,72,43,0.8932696217028175,18,17
891,132,5,88.0,4/2,1,1,74,43,0.8573092973754248,19,14
892,94,5,72.0,4/2,1,1,74,45,0.8117642319032891,18,13
893,262,4,208.0,4/2,1,1,74,48,0.9415042591384145,16,30
894,305,4,216.0,4/2,1,1,67,43,0.8984548240055149,15,26
895,301,5,184.0,4/2,1,1,74,43,0.8274177399984615,19,31
896,209,5,136.0,4/2,1,1,72,43,0.9027031247805637,18,28
897,199,5,136.0,4/2,1,1,74,41,0.8293977999949769,20,18
898,145,5,96.0,4/2,1,1,72,43,0.8548388982120697,18,14
899,850,4,540.0,4/2,1,1,74,45,0.9222793957429997,18,106
900,634,4,404.0,4/2,1,1,72,45,0.9417561858666651,17,60
901,43,4,24.0,3/2,1,1,72,48,0.8128071215558136,15,0
902,194,4,128.0,4/2,1,1,74,45,0.9350014141060251,18,16
903,1872,4,1320.0,4/2,1,1,79,48,0.9150334284852416,19,168
904,1721,4,1224.0,4/2,1,1,79,46,0.9172327824074779,20,129
905,142,5,112.0,4/2,1,1,70,41,0.8629195672273131,18,17
906,76,5,64.0,4/2,1,1,67,41,0.827353804446354,16,11
907,139,5,104.0,4/2,1,1,72,41,0.9025931639812426,19,21
908,250,4,184.0,4/2,1,1,72,41,0.8967244047656802,19,24
909,254,5,160.0,4/2,1,1,74,41,0.869745640173828,20,39
910,347,5,216.0,4/2,1,1,72,41,0.911959846104169,19,37
911,126,5,96.0,4/2,1,1,72,41,0.8021782376936126,19,17
912,124,5,88.0,4/2,1,1,74,41,0.8946539583922091,20,2
913,136,5,96.0,4/2,1,1,72,41,0.8808165002812351,19,17
914,128,5,88.0,4/2,1,1,72,41,0.8177508779222429,19,17
915,123,5,72.0,4/2,1,1,72,41,0.8440775824756503,19,12
916,80,5,56.0,4/2,1,1,72,41,0.8393407909894794,19,11
917,223,5,144.0,4/2,1,1,72,41,0.8655959257224654,19,36
918,200,5,128.0,4/2,1,1,74,41,0.9213052161618913,20,26
919,268,5,160.0,4/2,1,1,72,41,0.9067589658141446,19,32
920,125,5,80.0,4/2,1,1,72,41,0.813928617115298,19,16
921,173,5,112.0,4/2,1,1,72,41,0.8085140332033542,19,17
922,123,5,80.0,4/2,1,1,72,41,0.7467763444744749,19,15
923,1489,4,968.0,4/2,1,1,79,48,0.9174466208143576,19,124
924,2486,6,1184.0,4/2,1,1,79,48,0.921248708343068,19,382
925,1327,4,920.0,4/2,1,1,72,41,0.9529446632125933,19,160
926,193,4,114.0,3/2,1,1,72,41,0.9151254560487676,19,23
927,592,4,416.0,4/2,1,1,77,46,0.8767587248249008,19,76
928,443,3,360.0,4/2,1,1,77,55,0.906162279272898,14,36
929,903,4,612.0,4/2,1,1,79,46,0.8779535409061311,20,98
930,810,4,540.0,4/2,1,1,74,41,0.9204913306075383,20,77
931,1374,4,896.0,4/2,1,1,79,48,0.8908411158698873,19,119
932,751,4,536.0,4/2,1,1,74,43,0.90671700161678,19,75
933,91,4,60.0,3/2,1,1,71,48,0.8540088858537438,14,4
934,228,4,168.0,4/2,1,1,72,45,0.9092748419007989,17,18
935,643,4,436.0,4/2,1,1,74,43,0.8743631277916782,19,51
936,212,4,144.0,3/2,1,1,76,43,0.8088561941307384,20,11
937,2561,8,1048.0,4/2,1,1,74,41,0.9168737569347878,20,544
938,1830,5,1176.0,4/2,1,1,79,45,0.89074743035291,21,211
939,1065,4,708.0,4/2,1,1,74,43,0.8925708177819643,19,88
940,1885,5,1016.0,4/2,1,1,77,45,0.8958838309338232,20,182
941,1710,6,848.0,4/2,1,1,79,46,0.8986770113952126,20,235
942,1981,5,1136.0,4/2,1,1,79,46,0.8591630215850505,20,223
943,1526,5,888.0,4/2,1,1,79,48,0.9063296648846964,19,163
944,1680,5,936.0,4/2,1,1,74,41,0.9081529769047786,20,160
945,65,5,36.0,3/2,1,1,72,48,0.8650064906650902,15,18
946,295,5,152.0,4/2,1,1,74,43,0.9622800486619459,19,27
947,1566,4,1052.0,4/2,1,1,77,46,0.8787028573777824,19,198
948,1312,4,888.0,4/2,1,1,79,48,0.8989752548187553,19,121
949,882,5,496.0,4/2,1,1,77,46,0.9443714974906913,19,77
950,1099,5,588.0,4/2,1,1,79,45,0.9173688414276693,21,139
951,1747,5,992.0,4/2,1,1,79,47,0.8742483708629858,20,186
952,1239,6,696.0,4/2,1,1,76,43,0.8513685613185129,20,138
953,228,6,90.0,3/2,1,1,74,43,0.9142427337757646,19,26
954,1484,5,888.0,4/2,1,1,79,46,0.8912596258791207,20,139
955,1740,4,1112.0,4/2,1,1,79,48,0.8980317370678059,19,182
956,1894,6,1024.0,4/2,1,1,79,48,0.9456416359382657,19,317
957,1475,4,988.0,4/2,1,1,79,48,0.9228014388680883,19,137
958,1200,4,808.0,4/2,1,1,79,48,0.8581699940471329,19,123
959,217,4,168.0,4/2,1,1,77,48,0.8744992660317128,18,26
960,527,4,360.0,4/2,1,1,74,46,0.9027565744827739,17,45
961,486,6,240.0,4/2,1,1,77,46,0.9302068896088739,19,78
962,328,4,216.0,4/2,1,1,72,46,0.9442042356860201,16,35
963,1074,5,584.0,4/2,1,1,79,47,0.9367540294618725,20,119
964,388,5,256.0,4/2,1,1,77,50,0.8715893188588475,17,44
965,326,4,216.0,4/2,1,1,79,55,0.8508760907699873,15,27
966,553,6,256.0,4/2,1,1,79,48,0.8965022406119875,19,84
967,344,4,232.0,4/2,1,1,72,48,0.9665792011959963,15,25
968,421,4,280.0,4/2,1,1,79,55,0.8926230535368067,15,37
969,864,4,568.0,4/2,1,1,79,48,0.9214565966640096,19,81
970,1139,6,592.0,4/2,1,1,79,45,0.9647369533519843,21,129
971,999,5,568.0,4/2,1,1,79,48,0.8528624538855598,19,129
972,1155,6,620.0,4/2,1,1,76,43,0.9046399185609599,20,154
973,1463,5,880.0,4/2,1,1,79,46,0.9091915828511341,20,150
974,844,4,512.0,4/2,1,1,79,48,0.8624448909262977,19,69
975,1211,6,616.0,4/2,1,1,79,48,0.8959639376120843,19,149
976,805,4,568.0,4/2,1,1,79,48,0.93187471309558,19,71
977,796,4,560.0,4/2,1,1,79,48,0.9314040626866097,19,67
978,1086,5,640.0,4/2,1,1,79,47,0.8558053661614601,20,143
979,1345,5,740.0,4/2,1,1,79,48,0.9102396286555412,19,145
980,1072,6,532.0,4/2,1,1,74,43,0.8460988478092026,19,143
981,617,4,472.0,4/2,1,1,77,45,0.9172742780346912,20,63
982,602,8,232.0,4/2,1,1,79,46,0.8730602181264315,20,90
983,671,8,256.0,4/2,1,1,79,45,0.8831717639031139,21,104
984,1107,5,712.0,4/2,1,1,79,48,0.8695253172161256,19,137
985,514,4,392.0,4/2,1,1,79,48,0.902645092620012,19,59
986,469,6,224.0,4/2,1,1,79,46,0.9602303755738087,20,62
987,350,4,232.0,4/2,1,1,77,55,0.9655598654431718,14,33
988,891,4,624.0,4/2,1,1,72,45,0.9081619575150507,17,86
989,613,4,448.0,4/2,1,1,79,48,0.9234615304199638,19,66
990,834,4,560.0,4/2,1,1,77,46,0.9101383397622016,19,76
991,710,4,504.0,4/2,1,1,79,48,0.9229261398132121,19,72
992,906,5,500.0,4/2,1,1,79,48,0.9158987536143356,19,116
993,498,6,240.0,4/2,1,1,79,46,0.8983127428383932,20,59
994,435,4,256.0,4/2,1,1,77,53,0.9336574295004211,15,36
995,542,6,272.0,4/2,1,1,79,48,0.8771559047257407,19,66
996,402,4,264.0,4/2,1,1,79,55,0.8759739695622467,15,36
997,985,4,744.0,4/2,1,1,79,48,0.8602172558206125,19,86
998,408,4,312.0,4/2,1,1,74,42,0.8619792588435728,20,40
999,1082,8,440.0,4/2,1,1,79,46,0.8856807904637218,20,237
1000,328,5,200.0,4/2,1,1,77,50,0.8470562465844016,17,46
1001,357,4,248.0,4/2,1,1,79,53,0.9061250464222238,16,38
1002,1057,4,760.0,4/2,1,1,77,49,0.8855711566673566,18,124
1003,646,4,400.0,4/2,1,1,79,48,0.939756485003238,19,49
1004,538,8,216.0,4/2,1,1,76,48,0.8594152719318059,17,112
1005,297,4,184.0,4/2,1,1,79,55,0.8923276978092881,15,28
1006,520,6,288.0,4/2,1,1,74,45,0.8693669981994434,18,70
1007,415,5,272.0,4/2,1,1,74,40,0.9099860461633699,21,66
1008,1256,5,704.0,4/2,1,1,74,45,0.9238125340337378,18,142
1009,1195,5,696.0,4/2,1,1,74,43,0.9001452269270331,19,143
1010,335,4,256.0,4/2,1,1,74,45,0.8875354999068393,18,35
1011,442,4,304.0,4/2,1,1,77,48,0.902329247782648,18,39
1012,1035,5,576.0,4/2,1,1,79,48,0.8437618337711934,19,123
1013,499,4,352.0,4/2,1,1,77,46,0.8877419764252131,19,47
1014,610,5,400.0,4/2,1,1,74,41,0.9018691236646119,20,60
1015,1753,5,968.0,4/2,1,1,74,41,0.9392953685496944,20,183
1016,1194,5,632.0,4/2,1,1,74,45,0.9692844194537744,18,125
1017,1058,4,664.0,4/2,1,1,79,48,0.9338885984739712,19,104
1018,396,5,204.0,4/2,1,1,76,45,0.9261337040492602,19,45
1019,885,5,504.0,4/2,1,1,74,45,0.9007904831289538,18,89
1020,923,4,600.0,4/2,1,1,74,48,0.9009400134518987,16,85
1021,1329,6,624.0,4/2,1,1,79,46,0.9316344419448366,20,201
1022,1181,5,640.0,4/2,1,1,77,46,0.9407456960476779,19,143
1023,744,4,516.0,4/2,1,1,74,41,0.9159587998995121,20,75
1024,1293,5,768.0,4/2,1,1,74,43,0.9141590256925305,19,163
1025,1224,5,712.0,4/2,1,1,79,46,0.9201285911220849,20,138
1026,1160,6,616.0,4/2,1,1,79,48,0.8966549644584929,19,190
1027,365,5,216.0,4/2,1,1,77,46,0.9299249397858818,19,45
1028,334,4,200.0,4/2,1,1,77,53,0.8968465787254131,15,21
1029,411,5,248.0,4/2,1,1,77,46,0.9102529524727524,19,47
1030,380,4,248.0,4/2,1,1,77,54,0.8791325779772138,15,37
1031,695,4,504.0,4/2,1,1,72,43,0.9175149638730192,18,72
1032,1005,5,568.0,4/2,1,1,79,48,0.861736037853859,19,108
1033,365,6,184.0,4/2,1,1,74,43,0.7864144663454028,19,50
1034,305,4,192.0,4/2,1,1,74,48,0.9034203926645534,16,25
1035,1209,5,664.0,4/2,1,1,79,48,0.936821815074438,19,151
1036,668,4,560.0,4/2,1,1,67,48,0.9447031541920533,12,78
1037,841,4,616.0,4/2,1,1,79,48,0.8362167773276304,19,85
1038,357,6,184.0,4/2,1,1,74,43,0.9307796704959643,19,45
1039,324,4,216.0,4/2,1,1,74,50,0.9079420725890867,15,35
1040,336,5,224.0,4/2,1,1,77,46,0.9153268238261648,19,48
1041,330,4,200.0,4/2,1,1,79,53,0.8916650053053518,16,29
1042,1386,6,704.0,4/2,1,1,79,47,0.9211263002733753,20,211
1043,495,6,232.0,4/2,1,1,79,48,0.8743891149870001,19,65
1044,356,4,232.0,4/2,1,1,79,53,0.878774555552213,16,21
1045,1283,6,680.0,4/2,1,1,79,48,0.9237687404806595,19,126
1046,371,6,216.0,4/2,1,1,79,48,0.8933250585704766,19,57
1047,299,4,216.0,4/2,1,1,79,55,0.915101434231637,15,22
1048,1065,5,656.0,4/2,1,1,79,45,0.89984487743605,21,128
1049,1065,5,656.0,4/2,1,1,79,45,0.89984487743605,21,128
1050,425,5,232.0,4/2,1,1,77,45,0.7882920134521433,20,55
1051,362,4,256.0,4/2,1,1,79,52,0.9051596808253396,17,38
1052,1412,6,648.0,4/2,1,1,79,46,0.9159248386433051,20,189
1053,1038,4,752.0,4/2,1,1,79,48,0.8438037921565292,19,133
1054,1035,5,600.0,4/2,1,1,74,41,0.8856654032792763,20,148
1055,1163,5,704.0,4/2,1,1,74,43,0.8937886596808107,19,149
1056,919,4,584.0,4/2,1,1,74,45,0.912573170076381,18,97
1057,824,4,648.0,4/2,1,1,74,43,0.898314184151885,19,97
1058,837,4,580.0,4/2,1,1,77,46,0.8482316245481704,19,80
1059,1087,5,640.0,4/2,1,1,74,41,0.9217622022629278,20,114
1060,801,5,480.0,4/2,1,1,72,41,0.9214451893485984,19,120
1061,761,4,488.0,4/2,1,1,79,50,0.89460010795046,18,69
1062,472,6,224.0,4/2,1,1,79,48,0.8863305516929524,19,72
1063,368,4,240.0,4/2,1,1,79,55,0.9128804073541429,15,41
1064,871,4,632.0,4/2,1,1,72,41,0.9529675613938193,19,83
1065,1165,4,784.0,4/2,1,1,79,46,0.8959226443001871,20,125
1066,486,4,344.0,4/2,1,1,74,43,0.889698418495002,19,49
1067,691,4,464.0,4/2,1,1,79,48,0.8964880143761579,19,63
1068,654,4,504.0,4/2,1,1,74,43,0.9377777818909485,19,65
1069,485,4,352.0,4/2,1,1,74,43,0.8347624897437567,19,50
1070,677,8,256.0,4/2,1,1,74,41,0.8436098662420196,20,115
1071,388,4,256.0,4/2,1,1,72,41,0.9110612813489449,19,34
1072,1132,5,648.0,4/2,1,1,79,48,0.8297758051198277,19,131
1073,523,4,392.0,4/2,1,1,74,43,0.8484158919544116,19,42
1074,705,5,416.0,4/2,1,1,77,45,0.8716150584760509,20,89
1075,374,6,184.0,4/2,1,1,77,48,0.8710017759440473,18,51
1076,273,4,180.0,4/2,1,1,77,53,0.8869984424540964,15,21
1077,1341,5,760.0,4/2,1,1,77,45,0.8774965060319071,20,168
1078,1176,5,680.0,4/2,1,1,79,48,0.9134669080944534,19,133
1079,401,5,232.0,4/2,1,1,74,43,0.8620729914451813,19,39
1080,402,5,224.0,4/2,1,1,74,43,0.9404599874007606,19,47
1081,1061,4,692.0,4/2,1,1,77,46,0.8966188173503331,19,123
1082,604,4,432.0,4/2,1,1,79,46,0.8927210467921814,20,62
1083,317,5,184.0,4/2,1,1,77,46,0.9056141340366013,19,20
1084,302,4,208.0,4/2,1,1,77,53,0.9209053937977806,15,23
1085,1004,5,560.0,4/2,1,1,79,46,0.898845897199642,20,109
1086,343,5,216.0,4/2,1,1,79,48,0.8663478026128781,19,36
1087,518,6,248.0,4/2,1,1,77,46,0.9159732470023388,19,82
1088,376,5,216.0,4/2,1,1,79,50,0.8613674650753937,18,41
1089,518,6,240.0,4/2,1,1,79,48,0.8974537090994945,19,57
1090,512,6,264.0,4/2,1,1,74,41,0.851461340269895,20,55
1091,709,8,240.0,4/2,1,1,79,46,0.9303820372446578,20,88
1092,522,6,264.0,4/2,1,1,77,46,0.9046902601193454,19,74
1093,510,5,264.0,4/2,1,1,77,48,0.9078967594068159,18,58
1094,548,6,280.0,4/2,1,1,77,46,0.9337432653234609,19,82
1095,587,6,280.0,4/2,1,1,79,48,0.872265251141357,19,64
1096,378,5,208.0,4/2,1,1,77,48,0.8376017583130915,18,42
1097,751,8,272.0,4/2,1,1,79,46,0.8866677237163836,20,147
1098,276,8,128.0,4/2,1,1,79,48,0.9400507028698654,19,73
1099,329,8,114.0,3/2,1,1,79,48,0.849332621342675,19,101
1100,568,6,296.0,4/2,1,1,72,40,0.8752584022504322,20,82
1101,412,5,224.0,4/2,1,1,77,46,0.818495843762119,19,53
1102,489,5,272.0,4/2,1,1,79,46,0.8731153937869561,20,54
1103,528,6,200.0,4/2,1,1,74,41,0.8899730087581392,20,43
1104,419,6,224.0,4/2,1,1,72,43,0.9143507089053738,18,76
1105,410,5,248.0,4/2,1,1,77,48,0.8466539180690996,18,39
1106,556,6,240.0,4/2,1,1,79,48,0.8887961421867641,19,49
1107,536,6,264.0,4/2,1,1,79,48,0.9164325986906302,19,64
1108,480,5,256.0,4/2,1,1,79,45,0.8259975238605886,21,41
1109,539,6,256.0,4/2,1,1,79,48,0.9388617755003721,19,82
1110,750,8,296.0,4/2,1,1,74,41,0.9008675969073772,20,132
1111,368,6,176.0,4/2,1,1,79,46,0.8818852326126527,20,45
1112,372,5,204.0,3/2,1,1,72,43,0.9246121517019538,18,63
1113,406,5,248.0,4/2,1,1,72,43,0.935228220367067,18,36
1114,401,5,232.0,4/2,1,1,77,46,0.9044251563077127,19,40
1115,362,5,224.0,4/2,1,1,79,48,0.8582652446488309,19,48
1116,301,4,216.0,4/2,1,1,74,53,0.8485739712020391,13,37
1117,231,4,152.0,4/2,1,1,77,50,0.856430792658456,17,24
1118,205,3,168.0,4/2,1,1,74,48,0.8785413714891768,16,18
1119,306,4,192.0,3/2,1,1,77,48,0.8466601927104664,18,41
1120,609,6,312.0,4/2,1,1,77,46,0.934800815488935,19,87
1121,447,5,256.0,4/2,1,1,72,46,0.9050417599210183,16,57
1122,399,6,180.0,3/2,1,1,77,46,0.9010769351598449,19,107
1123,567,5,304.0,4/2,1,1,79,48,0.9181272953888567,19,60
1124,146,5,66.0,3/2,1,1,77,48,0.8618050421846326,18,23
1125,538,5,320.0,4/2,1,1,79,50,0.8543361695577579,18,56
1126,365,3,296.0,4/2,1,1,79,54,0.8889693125347317,16,23
1127,467,5,256.0,4/2,1,1,79,50,0.9174616301794483,18,50
1128,830,6,392.0,4/2,1,1,79,48,0.9343878944031726,19,114
1129,337,4,224.0,4/2,1,1,77,48,0.8801663189501806,18,33
1130,293,3,200.0,4/2,1,1,79,55,0.8931910435809467,15,20
1131,257,4,152.0,4/2,1,1,77,48,0.897485593131736,18,16
1132,748,6,360.0,4/2,1,1,79,45,0.9469963469525372,21,85
1133,495,4,336.0,4/2,1,1,72,45,0.915522436812763,17,50
1134,592,6,252.0,3/2,1,1,79,45,0.9106677194932803,21,87
1135,510,4,376.0,4/2,1,1,79,48,0.8915058796750187,19,54
1136,851,5,472.0,4/2,1,1,79,48,0.9288617087905646,19,88
1137,692,6,336.0,4/2,1,1,74,43,0.8667175460484488,19,75
1138,421,3,336.0,4/2,1,1,69,43,0.880417121149674,16,29
1139,622,6,258.0,3/2,1,1,74,43,0.9117233960500359,19,131
1140,583,4,384.0,4/2,1,1,79,46,0.919305276369804,20,51
1141,835,8,296.0,4/2,1,1,79,48,0.8759388122633572,19,106
1142,488,4,312.0,4/2,1,1,79,46,0.8823030169237385,20,45
1143,829,8,252.0,3/2,1,1,79,48,0.9229989275692924,19,232
1144,114,5,88.0,4/2,1,1,79,50,0.7793362022708301,18,16
1145,403,4,264.0,4/2,1,1,79,48,0.8647095686341357,19,34
1146,90,5,72.0,4/2,1,1,79,48,0.8459886852841001,19,6
1147,105,5,72.0,4/2,1,1,79,50,0.8091632536057926,18,14
1148,138,5,88.0,4/2,1,1,79,48,0.8325511261456628,19,14
1149,385,4,288.0,4/2,1,1,77,46,0.9128050351846123,19,29
1150,274,3,240.0,4/2,1,1,79,52,0.9398740442869169,17,16
1151,310,4,192.0,3/2,1,1,77,45,0.9027247035400948,20,33
1152,727,6,376.0,4/2,1,1,79,45,0.9253598663412547,21,84
1153,616,6,296.0,4/2,1,1,79,45,0.9276790965325663,21,41
1154,462,4,360.0,4/2,1,1,72,45,0.8518061029919434,17,33
1155,757,4,464.0,4/2,1,1,79,48,0.9356842495487481,19,65
1156,528,4,340.0,4/2,1,1,79,48,0.8799497438294991,19,47
1157,795,5,432.0,4/2,1,1,79,48,0.917031904565014,19,97
1158,656,4,408.0,4/2,1,1,79,48,0.9153264097031029,19,50
1159,646,6,288.0,4/2,1,1,77,46,0.9243422765575261,19,75
1160,372,4,216.0,4/2,1,1,72,46,0.9080936033880275,16,34
1161,154,6,80.0,4/2,1,1,77,46,0.8446599140645454,19,6
1162,809,6,408.0,4/2,1,1,79,48,0.895076728144094,19,104
1163,490,4,352.0,4/2,1,1,79,48,0.8995418808042767,19,37
1164,419,3,344.0,4/2,1,1,71,48,0.8736801113279217,14,34
1165,412,4,270.0,3/2,1,1,77,48,0.86992893244611,18,61
1166,466,4,320.0,4/2,1,1,75,43,0.8920290076918551,20,30
1167,640,5,344.0,4/2,1,1,79,50,0.8775046373531664,18,72
1168,378,4,272.0,4/2,1,1,72,50,0.9587726970381737,14,48
1169,511,5,252.0,3/2,1,1,79,50,0.8930977037878504,18,83
1170,1197,8,464.0,4/2,1,1,79,46,0.8961824814496144,20,237
1171,449,4,344.0,4/2,1,1,77,50,0.8876559660981458,17,46
