number,liczby_nut,liczby_parti,dlugosci_utworow,metrum,liczby_uzytych_metrum,liczby_uzytych_tonacji,najwyzsze_dzwieki,najnizsze_dzwieki,dokladnosci_tonacji,rozstawy_dzwiekow,pauzy
1172,350,3,304.0,4/2,1,1,77,53,0.883855546711888,15,31
1173,545,4,368.0,4/2,1,1,77,48,0.9041135440413828,18,49
1174,425,4,288.0,4/2,1,1,79,50,0.9299823965996882,18,43
1175,754,8,280.0,4/2,1,1,79,48,0.9042696900559,19,115
1176,359,4,224.0,4/2,1,1,79,48,0.9518676611727331,19,39
1177,260,8,120.0,4/2,1,1,79,48,0.8889174553470868,19,71
1178,302,8,102.0,3/2,1,1,79,48,0.8532520860498485,19,88
1179,641,6,368.0,4/2,1,1,74,41,0.8936415343601107,20,88
1180,374,4,280.0,4/2,1,1,67,40,0.9145681619914034,17,39
1181,612,6,328.0,4/2,1,1,74,40,0.9378155133785563,21,87
1182,116,5,88.0,4/2,1,1,72,45,0.7515839180265842,17,15
1183,147,5,104.0,4/2,1,1,72,45,0.8472150555193005,17,18
1184,551,4,360.0,4/2,1,1,74,45,0.9058152362081662,18,56
1185,487,4,312.0,4/2,1,1,77,50,0.8925220288372929,17,47
1186,705,5,368.0,4/2,1,1,77,50,0.8918701385397121,17,81
1187,485,4,328.0,4/2,1,1,79,48,0.8838030732563121,19,52
1188,738,5,384.0,4/2,1,1,74,45,0.9629841703249414,18,77
1189,719,4,448.0,4/2,1,1,79,48,0.9151093473209484,19,73
1190,862,5,472.0,4/2,1,1,76,45,0.9318669538169843,19,100
1191,705,4,480.0,4/2,1,1,74,48,0.8928745757594142,16,74
1192,768,6,376.0,4/2,1,1,79,46,0.9240257756580817,20,121
1193,985,5,560.0,4/2,1,1,77,46,0.9393052563187038,19,114
1194,809,4,552.0,4/2,1,1,74,41,0.9479645599287793,20,104
1195,651,5,376.0,4/2,1,1,72,43,0.9224962090093753,18,89
1196,442,5,248.0,4/2,1,1,74,43,0.8858620705038412,19,53
1197,806,5,464.0,4/2,1,1,79,46,0.8945446013677243,20,107
1198,528,6,264.0,4/2,1,1,77,48,0.9173753575394802,18,81
1199,299,3,224.0,4/2,1,1,69,50,0.9244441071416465,12,18
1200,483,6,198.0,3/2,1,1,79,48,0.9112972761274478,19,107
1201,519,5,304.0,4/2,1,1,77,46,0.9059859548730442,19,65
1202,407,4,264.0,4/2,1,1,79,53,0.9150787506873412,16,46
1203,235,5,152.0,4/2,1,1,77,46,0.8613004223820148,19,22
1204,659,5,376.0,4/2,1,1,79,46,0.8673423397875615,20,62
1205,452,4,304.0,4/2,1,1,79,47,0.8615005248610401,20,41
1206,533,5,312.0,4/2,1,1,77,48,0.9080346781050893,18,68
1207,455,4,272.0,4/2,1,1,72,45,0.9196571317293272,17,39
1208,366,3,280.0,4/2,1,1,74,48,0.9134643541571127,16,21
1209,286,4,176.0,4/2,1,1,72,45,0.8702193408553818,17,20
1210,728,5,392.0,4/2,1,1,79,48,0.8776387415113248,19,82
1211,726,6,344.0,4/2,1,1,74,43,0.8701195513576572,19,103
1212,637,5,376.0,4/2,1,1,77,48,0.8410248617869741,18,72
1213,405,4,328.0,4/2,1,1,69,48,0.9567786448191753,13,37
1214,305,3,280.0,4/2,1,1,69,53,0.933877161107506,10,27
1215,307,4,240.0,4/2,1,1,69,48,0.9223736502272779,13,19
1216,373,4,296.0,4/2,1,1,79,50,0.8867123700647503,18,36
1217,349,3,288.0,4/2,1,1,79,54,0.9295677252870768,16,25
1218,185,4,224.0,4/2,1,1,77,49,0.8510722282365241,18,10
1219,629,6,320.0,4/2,1,1,76,43,0.9300983452993221,20,84
1220,446,4,284.0,4/2,1,1,69,48,0.8995355506379327,13,47
1221,385,6,162.0,3/2,1,1,74,43,0.949605915321563,19,89
1222,690,5,376.0,4/2,1,1,79,45,0.9385177138508211,21,78
1223,799,6,376.0,4/2,1,1,79,48,0.8787659196611007,19,112
1224,892,6,392.0,4/2,1,1,79,48,0.8716100343401068,19,116
1225,858,6,408.0,4/2,1,1,79,48,0.9345148822454828,19,88
1226,419,4,312.0,4/2,1,1,79,55,0.9219373295222378,15,49
1227,269,6,192.0,4/2,1,1,79,48,0.8813358637705575,19,30
1228,253,6,108.0,3/2,1,1,79,48,0.9118653904022745,19,19
1229,690,6,336.0,4/2,1,1,79,46,0.9127229712045211,20,81
1230,198,6,90.0,3/2,1,1,79,48,0.9136059813721941,19,25
1231,434,5,240.0,4/2,1,1,79,46,0.9164614809907095,20,34
1232,310,3,264.0,4/2,1,1,79,53,0.8608102374479782,16,19
1233,439,5,216.0,3/2,1,1,79,46,0.8517507425496672,20,64
1234,434,5,240.0,4/2,1,1,79,46,0.9164614809907095,20,34
1235,310,3,264.0,4/2,1,1,79,53,0.8608102374479782,16,19
1236,439,5,216.0,3/2,1,1,79,46,0.8517507425496672,20,64
1237,673,5,344.0,4/2,1,1,79,45,0.8117732579818722,21,75
1238,549,6,264.0,4/2,1,1,79,48,0.8555276809738875,19,90
1239,423,4,272.0,4/2,1,1,79,46,0.8809291674531743,20,44
1240,315,6,152.0,4/2,1,1,79,46,0.909317321816904,20,44
1241,490,4,328.0,4/2,1,1,77,48,0.8729795786935824,18,42
1242,412,3,328.0,4/2,1,1,69,48,0.8831057372464473,13,32
1243,397,4,296.0,4/2,1,1,77,48,0.825687574803498,18,34
1244,511,5,320.0,4/2,1,1,74,45,0.8184687722877393,18,53
1245,435,4,296.0,4/2,1,1,74,48,0.9155357874190324,16,47
1246,314,5,156.0,3/2,1,1,74,43,0.8033785664231343,19,71
1247,578,5,352.0,4/2,1,1,74,43,0.866013512318089,19,59
1248,296,4,224.0,4/2,1,1,74,50,0.8580250314100023,15,35
1249,797,5,504.0,4/2,1,1,74,43,0.82407461594294,19,99
1250,467,4,296.0,4/2,1,1,74,45,0.9025021311105097,18,44
1251,330,4,198.0,3/2,1,1,72,45,0.9019179332807943,17,34
1252,393,4,288.0,4/2,1,1,79,48,0.9141622971822492,19,41
1253,313,3,228.0,4/2,1,1,79,53,0.8653373439953188,16,19
1254,256,4,162.0,3/2,1,1,79,48,0.848427592732462,19,58
1255,467,4,324.0,4/2,1,1,79,46,0.8993491045808761,20,42
1256,397,4,228.0,3/2,1,1,79,48,0.8578136425445709,19,79
1257,524,5,328.0,4/2,1,1,72,41,0.8847834818167928,19,60
1258,289,4,216.0,4/2,1,1,67,41,0.9453923845429459,16,30
1259,151,5,88.0,4/2,1,1,72,41,0.896165306527226,19,14
1260,575,5,336.0,4/2,1,1,72,41,0.9254810057728031,19,54
1261,361,4,256.0,4/2,1,1,74,41,0.9156774049103384,20,43
1262,154,5,88.0,4/2,1,1,72,41,0.8411999478758843,19,16
1263,700,4,424.0,4/2,1,1,79,48,0.9253919951190165,19,56
1264,634,6,272.0,4/2,1,1,79,48,0.9091681580258013,19,79
1265,414,4,256.0,4/2,1,1,72,48,0.9401086775655946,15,38
1266,371,6,176.0,4/2,1,1,79,48,0.9242957030903686,19,51
1267,706,4,544.0,4/2,1,1,72,41,0.95367854216954,19,61
1268,607,4,392.0,4/2,1,1,77,46,0.9642372269286633,19,67
1269,371,4,246.0,3/2,1,1,77,46,0.9398790210907785,19,55
1270,472,4,304.0,4/2,1,1,74,43,0.8984887083336772,19,39
1271,404,4,272.0,4/2,1,1,79,48,0.9143066623719573,19,42
1272,311,3,232.0,4/2,1,1,79,53,0.9215235583871118,16,19
1273,254,4,162.0,3/2,1,1,77,48,0.8990883885526397,18,33
1274,452,4,336.0,4/2,1,1,74,43,0.9168707692695428,19,39
1275,467,4,296.0,4/2,1,1,74,43,0.8341267418859236,19,36
1276,1051,8,400.0,4/2,1,1,74,41,0.8793808519569627,20,180
1277,458,5,296.0,4/2,1,1,77,47,0.8028161307635975,19,48
1278,403,4,284.0,4/2,1,1,79,53,0.8456048914758217,16,45
1279,545,5,282.0,3/2,1,1,79,46,0.863177894053898,20,110
1280,417,4,272.0,4/2,1,1,74,43,0.895530665020226,19,33
1281,681,5,376.0,4/2,1,1,79,46,0.8937782545896965,20,74
1282,790,6,360.0,4/2,1,1,79,46,0.859859775217528,20,101
1283,541,5,304.0,4/2,1,1,77,45,0.8609126859528279,20,68
1284,480,4,312.0,4/2,1,1,79,46,0.9445150256455879,20,46
1285,391,5,232.0,4/2,1,1,77,46,0.8082404349587318,19,43
1286,760,5,432.0,4/2,1,1,79,48,0.8895487736721518,19,86
1287,542,5,304.0,4/2,1,1,74,45,0.8699374938958071,18,47
1288,322,3,264.0,4/2,1,1,69,45,0.9547725049615938,15,25
1289,481,5,252.0,3/2,1,1,74,43,0.9396453877288277,19,72
1290,916,4,616.0,4/2,1,1,77,46,0.8906806304594691,19,88
1291,450,4,288.0,4/2,1,1,79,48,0.8646701172224743,19,40
1292,529,5,288.0,4/2,1,1,79,45,0.9165480975433643,21,47
1293,423,4,272.0,4/2,1,1,72,45,0.9426195193591019,17,41
1294,437,5,224.0,4/2,1,1,79,48,0.911667030267341,19,36
1295,632,5,344.0,4/2,1,1,79,46,0.9197514047887887,20,66
1296,639,6,336.0,4/2,1,1,74,43,0.9296151360746472,19,91
1297,204,6,96.0,3/2,1,1,76,43,0.8562778224237564,20,24
1298,783,5,448.0,4/2,1,1,79,45,0.9367298468005298,21,71
1299,539,4,336.0,4/2,1,1,77,50,0.8723392184184957,17,51
1300,255,4,168.0,4/2,1,1,77,50,0.9008058676918631,17,17
1301,1259,6,640.0,4/2,1,1,79,48,0.9257640434557471,19,112
1302,406,4,256.0,4/2,1,1,79,50,0.8829072043609513,18,37
1303,222,3,184.0,4/2,1,1,77,53,0.9625776706327536,15,17
1304,262,4,168.0,4/2,1,1,77,50,0.8995381471641439,17,25
1305,565,5,328.0,4/2,1,1,79,48,0.8948833190206521,19,58
1306,382,3,328.0,4/2,1,1,72,48,0.9010445364552787,15,22
1307,443,5,228.0,3/2,1,1,77,47,0.9160351656949813,19,81
1308,456,5,256.0,4/2,1,1,79,48,0.8756536873662623,19,57
1309,418,5,232.0,4/2,1,1,72,45,0.94324975178755,17,58
1310,247,4,168.0,4/2,1,1,72,48,0.9389468534534657,15,26
1311,302,5,142.0,3/2,1,1,72,45,0.9096240131605825,17,42
1312,348,5,224.0,4/2,1,1,72,45,0.9114893372510949,17,48
1313,244,4,184.0,4/2,1,1,74,48,0.9224160218654006,16,27
1314,224,5,144.0,4/2,1,1,71,45,0.8983573384357986,16,26
1315,404,5,224.0,4/2,1,1,79,48,0.8536254799074903,19,46
1316,215,3,184.0,4/2,1,1,69,48,0.7751420805176519,13,15
1317,211,5,120.0,4/2,1,1,79,48,0.8324121038195366,19,25
