number,liczby_nut,dokladnosci_tonacji,rozstawy_dzwiekow,pauzy
214,110,0.901592487433244,13,0
215,96,0.919126126787062,11,0
216,120,0.8960433508059431,14,1
217,125,0.9324570468916857,14,0
218,121,0.7973009196609426,10,0
219,118,0.8423344906483481,11,0
220,103,0.9209538689391717,11,0
221,127,0.8003031485576506,10,0
222,114,0.7741218796538896,16,4
223,96,0.8222434490173923,9,0
224,120,0.8193235178848945,11,0
225,121,0.9008784864460703,11,0
226,127,0.9742635190476139,19,0
227,117,0.8774282561039563,13,0
228,119,0.8311013484598708,13,0
229,113,0.8592335141948743,13,0
230,123,0.871952237938129,13,0
231,120,0.8657662811890163,12,2
232,120,0.8344483613512111,11,0
233,82,0.8801660870106136,9,2
234,120,0.8529271333044173,13,0
235,126,0.9375289773465649,14,0
236,87,0.7721231722373463,11,0
237,126,0.8148814883265306,12,0
238,123,0.771661370808467,15,1
239,127,0.9369829933990722,12,0
240,254,0.8792943808855558,18,0
241,122,0.8061096525857187,11,2
242,127,0.916597437837457,13,0
243,112,0.9319984859478632,9,0
244,54,0.7755610430588863,12,0
245,120,0.8589065062706105,13,0
246,91,0.88472050736727,10,0
247,104,0.7597562916903328,12,0
248,116,0.8856192711099822,15,9
249,111,0.8523001440189198,8,0
250,137,0.910354023338784,11,0
251,141,0.825845983860548,11,0
252,120,0.9092888179094245,13,2
253,115,0.8977768273138261,12,0
254,120,0.7842705377120225,11,0
255,128,0.9430382408459718,13,0
256,124,0.9208913186552653,12,0
257,118,0.9030555284513756,16,0
258,93,0.709673494186597,12,0
259,47,0.8824453161991116,12,0
260,124,0.9231640225078468,14,0
261,126,0.9366177218760066,15,0
262,115,0.9720410192614333,15,0
263,122,0.7483010028477055,11,1
264,62,0.6473597262201127,17,0
265,115,0.9695075928172175,13,0
266,84,0.8822955605245287,14,6
267,120,0.937399842934352,13,0
268,122,0.9812131437589503,12,0
269,125,0.8169092460608999,10,0
270,94,0.8021508346046405,11,0
271,118,0.7344770353819486,17,0
272,123,0.9669296529438662,16,0
273,114,0.8882785064202688,16,0
274,104,0.8984995639910867,16,26
275,70,0.7511994624795301,13,3
276,75,0.9230904654421683,13,0
277,124,0.9520417136793288,16,0
278,124,0.8859043904684978,14,0
279,129,0.8350315727749202,13,0
280,122,0.9688065223691057,18,0
281,100,0.8976968392292232,9,0
282,134,0.935622846990542,16,2
283,93,0.8448644016005623,10,2
284,127,0.905385759602334,14,0
285,188,0.8499897973198125,16,0
286,61,0.8316849079563978,12,14
287,101,0.9187166167437555,9,0
288,121,0.8950225762865813,13,0
289,96,0.8373115587796225,13,2
290,137,0.8522492543583389,15,0
291,129,0.7409384253101511,13,0
292,96,0.887999718210714,9,0
293,119,0.980066732742967,13,0
294,130,0.9548387327277836,15,0
295,124,0.8026230432436917,15,0
296,131,0.858123569202566,12,0
297,130,0.7519049956383763,15,0
298,107,0.8062187407980318,12,2
299,127,0.9080975585564154,13,0
300,123,0.8966494409730944,13,0
301,75,0.8980942497619975,11,0
302,119,0.9329880451292464,12,0
303,115,0.8903963540114642,11,0
304,129,0.9483039588748519,11,0
305,118,0.9358720197374939,11,0
306,120,0.8262521574709579,12,0
307,93,0.9810324655829827,9,0
308,111,0.6626675068894005,11,0
309,261,0.8832455574386113,18,4
310,122,0.7698261715449816,11,0
311,82,0.9474031826815431,9,1
312,134,0.8225596372989392,12,1
313,117,0.8538426256918324,13,0
314,126,0.952516799026252,13,0
315,194,0.8353224556082627,11,0
316,122,0.9508378224162681,12,0
317,124,0.9478566124985093,13,0
318,112,0.819898708096583,13,0
319,115,0.5432008991648162,17,0
320,104,0.7253831753846238,13,0
321,119,0.9061581847834385,12,0
322,117,0.8277731770631462,15,2
323,133,0.776760443445216,15,3
324,107,0.7716285594498021,17,0
325,117,0.9481938626560725,12,0
326,117,0.8503449388940806,13,0
327,110,0.8230884787698983,13,0
328,116,0.9605499337551483,13,0
329,95,0.7898220127482216,12,0
330,133,0.9919429053794103,11,0
331,126,0.9213589653258872,13,2
332,114,0.8536468282299206,12,0
333,117,0.8755816564551674,16,0
334,132,0.8292463879852757,12,0
335,86,0.9132919430603715,10,0
336,133,0.8358984029475823,13,0
337,99,0.8896696720417552,11,1
338,122,0.9260074706484227,15,2
339,114,0.928921797610303,13,2
340,111,0.8286207780217834,14,2
341,125,0.9310329274310758,17,0
342,142,0.8354514862632786,19,5
343,74,0.8473541437472295,11,2
344,113,0.9274562763023947,11,0
345,125,0.9617683577047524,15,0
346,120,0.8459011706457992,16,0
347,119,0.8398748807123102,13,0
348,88,0.8277274706664759,11,0
349,75,0.8734016423434268,11,0
350,120,0.8668209945086487,16,0
351,134,0.8906134234878678,15,0
352,119,0.9430933866133742,16,0
353,136,0.8291720683586705,11,1
354,121,0.8335267729121901,9,0
355,92,0.8905093758751333,15,0
356,122,0.7169686728501498,11,0
357,125,0.7633270503955508,13,0
358,116,0.9813266734501888,9,0
359,88,0.8950563873156884,12,1
360,169,0.668141708081919,14,0
361,115,0.8302690630452211,15,10
362,124,0.8921039631876757,15,0
363,122,0.8687051036621133,14,0
364,189,0.9511429380231184,13,0
365,123,0.8869514082699851,12,0
366,102,0.9537422136003555,13,0
367,95,0.8388441950170924,9,0
368,124,0.7085467314757694,13,0
369,123,0.9224949754724661,12,0
370,127,0.8726859998573736,17,2
371,90,0.8210355965791077,16,0
372,129,0.7532922129579097,13,0
373,126,0.8735405950822925,12,0
374,102,0.8754123608520327,9,15
375,117,0.85520633878448,13,0
376,120,0.9494271314103286,11,0
377,102,0.9122852335294974,11,11
378,90,0.91159659744433,11,0
379,131,0.8726871387902616,11,0
380,115,0.9315089637048234,13,3
381,90,0.858375948236648,8,0
382,114,0.8342855814157474,11,0
383,114,0.8760988798890113,11,4
384,91,0.9678836129474299,12,0
385,93,0.7965082503407713,13,0
386,121,0.922596342875408,15,0
387,122,0.9491351293951981,16,4
388,104,0.9734519364104003,10,0
389,124,0.9541887945091846,11,0
390,76,0.8270811154418867,13,0
391,123,0.8208889864529694,14,0
392,53,0.8657170593656414,9,0
393,122,0.8573256240122894,15,0
394,124,0.7320155362789221,13,0
395,117,0.8277731770631462,15,2
396,125,0.8858801585820472,14,0
397,120,0.9130959817074293,12,0
398,88,0.7525336182728014,9,0
399,92,0.7406590884460821,11,0
400,124,0.5544209814891239,11,0
401,125,0.8882182353303218,11,0
402,116,0.9057204387698027,12,0
403,138,0.8556855060780308,13,0
404,156,0.9440242011790125,16,8
405,114,0.8480243105236493,16,0
406,124,0.9025155948128968,11,0
407,112,0.7848786008238396,11,8
408,120,0.9068009462780107,12,0
409,115,0.8164242444401555,11,0
410,106,0.951478776656535,12,0
411,133,0.8862021042745811,12,0
412,106,0.9208931311576191,11,0
413,69,0.7942139748062904,10,2
414,93,0.9180600033899435,11,0
415,126,0.8887108787299417,11,0
416,118,0.8496220604764546,13,0
417,110,0.8686461014237724,13,0
418,117,0.8425250110035192,12,0
419,114,0.904641072217244,15,0
420,61,0.9544360283524622,12,0
421,90,0.7095552286855807,11,0
422,102,0.85709205276368,13,0
423,152,0.881733101238417,16,2
424,134,0.9442068725201238,12,0
425,132,0.8226499008734656,9,0
426,136,0.9179993241905551,10,0
427,85,0.905918462792008,11,0
428,124,0.850425418346544,16,0
429,128,0.8912721934428315,13,2
430,105,0.9647795274438593,15,7
431,113,0.9226120675458689,13,0
432,92,0.805831620517976,13,2
433,127,0.8797357098609079,12,0
434,116,0.9377237682815871,14,0
435,125,0.9258963486336712,12,4
436,92,0.7256365681256007,11,0
437,96,0.8121306057943347,13,0
438,92,0.8989257312819615,11,0
439,113,0.7400767231118535,10,0
440,76,0.8757954388804544,10,0
441,125,0.9286193792320941,12,0
442,125,0.9004541696523204,15,0
443,62,0.7818514641623442,11,0
444,115,0.9528606288387521,9,0
445,56,0.8064526896990015,13,0
446,91,0.9100917540003292,12,0
447,92,0.8872333483052188,13,0
448,140,0.9739405217788748,12,0
449,96,0.8563124692939165,9,0
450,107,0.8752123641784444,11,10
451,124,0.8528502887713268,12,0
452,125,0.8789655619980823,16,0
453,126,0.9143065500430051,13,0
454,113,0.8862070662792263,9,0
455,118,0.9209987048654096,11,0
456,127,0.8908216712935956,9,0
457,122,0.8053360565158661,12,1
458,123,0.9287487284058971,14,6
459,117,0.9165954875575032,13,0
460,101,0.8080419086998376,13,0
461,129,0.8617154128494939,15,0
462,113,0.9084535247987062,11,0
463,109,0.8923896761761149,12,0
464,97,0.7996950365156744,13,0
465,133,0.8927409509992259,13,0
466,133,0.8792888627421178,15,0
467,92,0.8122790339623535,13,0
468,122,0.7154150942964235,11,0
469,122,0.9358288747788218,13,0
470,133,0.7730222122230761,12,0
471,121,0.8047224269439127,9,0
472,125,0.9152124660201373,10,0
473,89,0.9138759793201829,11,0
474,116,0.8765354519937847,12,0
475,84,0.8366627144410196,11,0
476,126,0.9192221459307732,13,0
477,110,0.8569973990813663,11,0
478,124,0.8575806643869649,12,1
479,96,0.8331964797613078,11,0
480,90,0.9626855951754292,13,0
481,104,0.961338646971033,11,1
482,57,0.907288295325732,11,2
483,97,0.8978944122597655,11,1
484,120,0.9221110784114456,17,0
485,108,0.8794488072497401,12,0
486,113,0.8629011188774152,10,0
487,95,0.9455179618888447,11,0
488,119,0.925982455543245,8,0
489,101,0.7547953436454776,12,7
490,129,0.8698764298433778,14,0
491,124,0.6874469448207335,13,0
492,118,0.8956523959435889,12,0
493,122,0.9124520265058175,12,1
494,120,0.7360294581175383,12,0
495,366,0.9244523906129524,16,30
496,84,0.9288404421558981,11,0
497,277,0.7904391975576682,14,9
498,97,0.8234989027531368,11,0
499,123,0.7759268866852452,14,0
500,113,0.7767070553306709,11,0
501,174,0.7988140308937657,13,1
502,117,0.8916757090715398,12,0
503,141,0.807289183493219,13,0
504,130,0.9552691124947092,11,0
505,137,0.6928794068573625,11,0
506,54,0.8360053590531427,12,0
507,139,0.8507526569625049,13,0
508,120,0.9226453625853603,13,0
509,125,0.6727733455825712,14,0
510,120,0.89104531766799,11,0
511,121,0.848300540173434,13,0
512,123,0.7874694745931822,11,0
513,120,0.796481245065882,13,0
514,128,0.9168254978669336,12,0
515,118,0.8525125833920202,11,1
516,115,0.8747493120720626,12,0
517,261,0.9483878691121881,16,0
518,113,0.9499224134153957,15,0
519,90,0.7552628733346948,12,0
520,114,0.9617630416364931,11,0
521,119,0.8788085351237706,14,0
522,113,0.9118224642184956,17,0
523,92,0.8562897327550657,9,2
524,94,0.9097907095103235,11,0
525,78,0.9232162412225222,12,0
526,118,0.7620308410960367,12,0
527,93,0.8774048523990736,12,0
528,120,0.783431498286308,12,0
529,103,0.8605670032264514,11,0
530,94,0.9327912188403316,10,0
531,116,0.956023057787646,14,0
532,126,0.732177552631052,12,0
533,125,0.7541185798526411,13,0
534,120,0.9132294162997743,10,0
535,119,0.8628430412769907,13,3
536,77,0.8331666668645688,12,0
537,117,0.8679190504180773,11,0
538,184,0.9067770757746746,13,0
539,60,0.7519645510646435,10,0
540,127,0.9065112899747507,12,0
541,81,0.7538796523088835,13,0
542,53,0.7195139384777489,11,0
543,109,0.8367610639831978,11,0
544,124,0.7803873565432813,13,0
545,124,0.9637429360291192,10,0
546,77,0.909989915618867,9,1
547,97,0.8714075786735398,10,1
548,59,0.9843623868561502,11,0
549,86,0.9227877667327331,11,0
550,181,0.846880170008986,13,0
551,114,0.8915611906393095,16,0
552,91,0.8335746106798387,10,0
553,47,0.9007021114387375,11,10
554,60,0.8875958319485696,13,0
555,104,0.904432882375653,15,0
556,91,0.7679334614677898,8,0
557,91,0.9018434764921192,10,0
558,120,0.9385296793138911,12,0
559,122,0.7995404350705341,10,0
560,124,0.862011400793566,12,0
561,124,0.8510199861057348,11,0
562,118,0.8189511519906316,11,0
563,124,0.7387397612937444,9,0
564,123,0.8865506395288791,13,0
565,85,0.9034810665371378,11,0
566,141,0.9240499940809886,15,0
567,120,0.9095309689284169,11,0
568,126,0.8026093010817443,11,0
569,119,0.892409628384222,13,0
570,130,0.8920616808256705,13,0
571,164,0.7663612958828472,16,0
572,174,0.7988140308937657,13,1
573,114,0.8693766120262209,16,7
574,127,0.9437743702870934,13,0
575,134,0.8097649644646976,16,0
576,97,0.8382429402750924,11,0
577,129,0.8960322888997309,9,2
578,186,0.8407993861955527,13,0
579,130,0.7903675848751681,11,0
580,132,0.8513048294738215,13,0
581,119,0.7415877673726441,12,0
582,126,0.9200757336555109,13,0
583,110,0.8819957160224461,13,0
584,68,0.8689122988643941,10,0
585,99,0.9053750258382178,8,0
586,115,0.9717003906942322,13,0
587,119,0.8771352787100078,11,0
588,118,0.9660099451706613,11,0
589,126,0.836848521023443,9,0
590,94,0.7927012090484268,13,1
591,90,0.8508400842114922,11,0
592,70,0.8067743427179052,10,0
593,125,0.9249332199547371,12,0
594,126,0.7008609664179891,13,1
595,117,0.8975830304004437,13,0
596,143,0.9709950338270258,15,0
597,62,0.8385124522287556,15,1
598,100,0.8815617700531665,10,3
599,95,0.8929501833528235,11,0
600,126,0.784405251531237,14,1
601,128,0.7485857296063033,15,0
602,132,0.8552054902227035,13,0
603,138,0.6839264290719546,13,0
604,119,0.8775102012542509,15,0
605,128,0.8483729775823733,12,0
606,128,0.849143644249421,11,0
607,124,0.9426151860676643,11,0
608,126,0.9200757336555109,13,0
609,168,0.9185459225154863,12,1
610,131,0.8292322943391919,14,0
611,123,0.9009175901379175,13,0
612,123,0.7704896521941372,10,0
613,129,0.9700749099716028,14,0
614,126,0.8824816255744857,15,0
615,123,0.8609412180097804,12,0
616,138,0.8226094407236162,15,0
617,111,0.9315804707672747,12,0
618,115,0.8480133646647225,16,0
619,125,0.8554139750662235,15,0
620,124,0.9420589836910567,17,0
621,120,0.9559002136492494,9,0
622,107,0.9392132089336525,12,0
623,117,0.8566801735705407,13,0
624,128,0.8930227807528041,11,0
625,126,0.6919314707142775,13,0
626,172,0.9128016234551801,14,22
627,137,0.9088878532728998,8,0
628,125,0.7817617680733967,10,0
629,108,0.7730332184938578,13,1
630,249,0.8833216445241979,17,0
631,128,0.8997868889766706,12,0
632,117,0.9605640943493804,13,2
633,108,0.8175714847783964,11,0
634,126,0.913367967132658,13,0
635,121,0.8233844529886036,9,0
636,116,0.8660234896226453,8,0
637,252,0.8075928353021208,14,0
638,121,0.7973009196609426,10,0
639,120,0.8453068568808728,16,0
640,132,0.7702779950283122,10,0
641,144,0.788987518372324,10,0
642,124,0.8638425615686136,10,0
643,101,0.8381850991721035,11,2
644,68,0.9063314614283586,9,0
645,67,0.8421552607361767,8,0
646,68,0.9745149681539992,9,0
647,86,0.6702820087071277,16,12
648,114,0.8465711490601503,11,0
649,119,0.8898766958097999,12,0
650,118,0.7650399014196486,14,0
651,126,0.8959985132016034,14,0
652,192,0.8776775362386064,12,0
653,133,0.9237461670474447,10,0
654,124,0.8542061337435993,15,0
655,93,0.8290178504399103,12,0
656,114,0.9474688567261176,10,0
657,120,0.8277206487281865,15,0
658,120,0.8277206487281865,15,0
659,110,0.8841952486975347,12,0
660,93,0.8131816511758062,12,0
661,129,0.8486757076068521,13,0
662,117,0.7579230077497755,9,0
663,154,0.871929247015012,18,6
664,138,0.6909317586526186,12,0
665,132,0.8314548812325049,15,0
666,90,0.8845159925966865,8,0
667,123,0.8662276197198904,11,0
668,88,0.7620453713084347,13,0
669,52,0.9188790001990258,12,0
670,119,0.8771352787100078,11,0
671,118,0.8131002837661611,12,0
672,133,0.9282924944917589,10,0
673,93,0.7953332879744867,14,0
674,140,0.8215681285382106,9,0
675,128,0.9337383532441658,11,0
676,116,0.8116922451351418,11,0
677,124,0.8941744532454734,12,0
678,126,0.8442543035545637,12,0
679,125,0.9087094007858485,9,0
680,87,0.8701520206359717,8,0
681,118,0.9740588594126397,11,0
682,94,0.9214831365392301,8,0
683,108,0.9305503307354253,18,10
684,115,0.9097941995392808,13,0
685,123,0.8397839951041346,15,0
686,121,0.8998661131194776,11,0
687,126,0.8765833224223244,15,0
688,135,0.8359211460362365,13,0
689,86,0.7870948061521531,11,0
690,75,0.860039990966607,12,0
691,107,0.9503116250300946,11,0
692,121,0.8619561103742309,11,0
693,112,0.8448011209452243,16,2
694,100,0.7856469029630585,14,0
695,126,0.9667872940648689,14,0
696,87,0.8532570695591586,14,6
697,133,0.7298914419662621,13,0
698,110,0.905257424294612,12,0
699,122,0.8405968936377587,12,0
700,114,0.8577723426117944,13,1
701,120,0.7451194550672695,13,0
702,119,0.7388927329208754,13,0
703,122,0.8893385900293644,11,0
704,119,0.942148073442445,13,0
705,116,0.8887570524040047,13,0
706,103,0.7805901137926132,17,1
707,130,0.9777167762589365,13,0
708,102,0.903900783205898,13,8
709,110,0.9223143821332593,13,4
710,89,0.7510988990308363,12,0
711,143,0.907919225589263,13,0
712,115,0.7706765379575156,11,0
713,77,0.9625794030177777,8,0
714,146,0.9025171630145241,17,0
715,128,0.8274173566343423,10,0
716,115,0.8476238807629161,13,0
717,102,0.8915181386018943,13,1
718,121,0.8609361484534541,13,0
719,204,0.8454561958685984,14,0
720,127,0.8164438205996166,13,0
721,84,0.9145614194191324,10,4
722,156,0.907549252331583,18,20
723,125,0.895861249756777,16,0
724,114,0.7948921945799201,16,0
725,140,0.7802336919679721,14,0
726,132,0.7633651548206133,13,0
727,69,0.8809109343026709,13,0
728,105,0.7470622129357617,13,0
729,204,0.8722017292455304,9,0
730,113,0.8348064866845237,16,0
731,114,0.906707778615419,11,0
732,80,0.9409084990852785,10,0
733,115,0.8515178207666478,11,1
734,134,0.8574304433265952,11,2
735,117,0.823377299688123,13,0
736,101,0.9083356696981548,10,0
737,118,0.8828460383251033,11,0
738,118,0.7547268821731129,13,7
739,116,0.9136890642915879,12,0
740,135,0.8725451666042521,12,0
741,116,0.8110721291843856,12,0
742,101,0.7920491746489728,12,0
743,107,0.9642088245538935,13,0
744,107,0.9689131674286746,13,0
745,115,0.8443183704701819,12,2
746,128,0.8964090226815441,16,0
747,124,0.8767015218803118,11,0
748,115,0.8550238344868522,13,0
749,89,0.8293885437835352,11,0
750,186,0.885888854400298,15,0
751,123,0.8738230976091237,13,0
752,128,0.8510323027341441,17,0
753,98,0.8665787122217942,12,0
754,61,0.7818922196552734,10,0
755,91,0.8094607468313065,11,0
756,96,0.8697070355964706,12,0
757,105,0.970855705265181,11,0
758,92,0.8570552969322051,13,1
759,122,0.8263219848362471,15,0
760,78,0.8649120958981887,9,0
761,126,0.8563947904060935,12,1
762,124,0.8885066495703348,13,0
763,66,0.9002847513928249,10,0
764,132,0.882527726872188,13,0
765,136,0.7135897636239169,11,0
766,95,0.9064615732797675,12,0
767,144,0.8721749653822418,11,0
768,116,0.9257324943885948,13,0
769,119,0.6835073565538066,13,0
770,123,0.8093232651528793,12,0
771,95,0.8553539134553885,11,0
772,94,0.8712577711890099,12,0
773,88,0.8045928256588347,11,2
774,86,0.8245544090805111,10,0
775,128,0.9196405871746703,11,0
776,122,0.9200741803124741,11,0
777,128,0.8735427178706561,12,0
778,95,0.9592810050136349,11,0
779,92,0.7484516901903652,12,0
780,130,0.9261088033452337,11,0
781,113,0.8956946474735207,9,0
782,92,0.972124861895831,11,0
783,129,0.8121935963532164,13,0
784,110,0.9476308644128878,11,0
785,119,0.9015893949217509,13,0
786,116,0.7620413366342726,11,0
787,132,0.882527726872188,13,0
788,85,0.9499370118834448,13,0
789,91,0.9082444508952595,11,0
790,94,0.7011700702211531,14,12
791,125,0.9410576152460047,12,0
792,120,0.9117147487134987,13,0
793,124,0.9331069544504701,13,0
794,132,0.9235585463406184,12,0
795,117,0.9643173155339404,14,0
796,145,0.867496171807305,14,1
797,130,0.8274627822692575,11,0
798,95,0.8455472131789628,17,0
799,106,0.7949340711614363,12,19
800,117,0.8277731770631462,15,2
801,57,0.907288295325732,11,2
802,121,0.8442440616893552,10,0
803,130,0.9320174865332046,15,2
804,115,0.9094313535665773,12,0
805,90,0.8540578353459477,11,0
806,125,0.8436047461922029,12,0
807,128,0.8231555019916278,13,0
808,53,0.8046200840595219,9,7
809,125,0.9573027763528853,17,0
810,113,0.8212781628613159,11,0
811,126,0.9232975032251708,12,0
812,133,0.794552563691851,10,0
813,136,0.9827598659600696,13,0
814,122,0.9465904558812941,13,0
815,118,0.9121780138003038,15,0
816,115,0.8729658292076466,13,2
817,118,0.8750870310606909,9,2
818,135,0.827260360434003,15,0
819,86,0.7553461809238843,8,0
820,108,0.8037367430357152,11,0
821,117,0.9098418670227716,13,0
